"year","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","origin","dest","air_time","distance","hour","minute","id"
2013,1,3,1253,-4,1553,-14,"UA","N16703",1219,"EWR","DFW",225,1372,13,53,2172
2013,1,3,1254,-5,1413,-7,"EV","N29917",4158,"EWR","RIC",58,277,13,54,2173
2013,1,3,1254,-5,1347,-17,"B6","N294JB",1006,"JFK","BOS",35,187,13,54,2174
2013,1,3,1255,-5,1527,-2,"EV","N758EV",4950,"EWR","ATL",129,746,13,55,2175
2013,1,3,1255,0,1602,13,"B6","N807JB",991,"JFK","PBI",162,1028,13,55,2176
2013,1,3,1256,40,1502,61,"EV","N15555",4450,"EWR","CMH",102,463,13,56,2177
2013,1,3,1257,-2,1430,12,"B6","N192JB",32,"JFK","ROC",62,264,13,57,2178
2013,1,3,1257,2,1513,-22,"WN","N270WN",1251,"LGA","DEN",229,1620,13,57,2179
2013,1,3,1258,5,1601,6,"UA","N35260",1673,"EWR","MCO",162,937,13,58,2180
2013,1,3,1300,-8,1536,-1,"FL","N924AT",348,"LGA","ATL",129,762,13,0,2181
2013,1,3,1300,0,1617,7,"WN","N922WN",2596,"EWR","HOU",238,1411,13,0,2182
2013,1,3,1303,3,1425,-12,"UA","N17105",1205,"EWR","ORD",116,719,13,3,2183
2013,1,3,1305,-10,1511,-9,"MQ","N736MQ",4564,"LGA","DTW",94,502,13,5,2184
2013,1,3,1306,4,1358,-14,"UA","N18220",1140,"EWR","BOS",35,200,13,6,2185
2013,1,3,1306,7,1502,0,"US","N539UW",1459,"LGA","CLT",93,544,13,6,2186
2013,1,3,1307,6,1407,3,"EV","N12996",4129,"EWR","DCA",42,199,13,7,2187
2013,1,3,1307,30,1615,38,"UA","N38268",1186,"EWR","MIA",170,1085,13,7,2188
2013,1,3,1309,40,1633,67,"B6","N198JB",27,"JFK","TPA",177,1005,13,9,2189
2013,1,3,1309,9,1547,8,"DL","N949DL",781,"LGA","ATL",126,762,13,9,2190
2013,1,3,1310,-5,1502,-3,"US","N163US",1615,"EWR","CLT",89,529,13,10,2191
2013,1,3,1311,41,1511,44,"EV","N13550",4640,"EWR","DAY",101,533,13,11,2192
2013,1,3,1312,-3,1612,7,"B6","N508JB",393,"LGA","MCO",151,950,13,12,2193
2013,1,3,1313,15,1539,-31,"B6","N595JB",209,"JFK","LGB",311,2465,13,13,2194
2013,1,3,1314,44,1556,57,"EV","N15910",3826,"EWR","ATL",131,746,13,14,2195
2013,1,3,1315,0,1358,-13,"EV","N12552",4368,"EWR","BDL",25,116,13,15,2196
2013,1,3,1318,-7,1510,5,"MQ","N734MQ",4475,"LGA","RDU",81,431,13,18,2197
2013,1,3,1321,1,1533,25,"EV","N21144",4628,"EWR","STL",160,872,13,21,2198
2013,1,3,1321,126,1450,113,"EV","N612QX",5273,"LGA","PIT",66,335,13,21,2199
2013,1,3,1326,-4,1543,16,"EV","N16919",3840,"EWR","MEM",176,946,13,26,2200
2013,1,3,1326,-4,1609,-46,"VX","N624VA",411,"JFK","LAX",320,2475,13,26,2201
2013,1,3,1328,8,1557,-36,"UA","N14121",1110,"EWR","LAX",309,2454,13,28,2202
2013,1,3,1331,1,1648,-22,"WN","N458WN",654,"EWR","PHX",298,2133,13,31,2203
2013,1,3,1333,48,1650,60,"AA","N3FVAA",745,"LGA","DFW",235,1389,13,33,2204
2013,1,3,1333,3,1645,5,"AA","N3JHAA",753,"LGA","DFW",232,1389,13,33,2205
2013,1,3,1334,19,1637,26,"B6","N632JB",505,"EWR","FLL",165,1065,13,34,2206
2013,1,3,1335,5,1600,-41,"B6","N552JB",355,"JFK","BUR",310,2465,13,35,2207
2013,1,3,1336,-4,1641,15,"B6","N187JB",525,"EWR","MCO",159,937,13,36,2208
2013,1,3,1338,18,1443,7,"EV","N13969",4231,"EWR","IAD",47,212,13,38,2209
2013,1,3,1340,-5,1652,-13,"AA","N325AA",117,"JFK","LAX",331,2475,13,40,2210
2013,1,3,1346,11,1705,34,"B6","N589JB",431,"LGA","SRQ",179,1047,13,46,2211
2013,1,3,1346,-4,1706,-9,"US","N680AW",688,"EWR","PHX",304,2133,13,46,2212
2013,1,3,1348,-2,1821,0,"DL","N324NB",1705,"LGA","MSY",0,1183,13,48,2213
2013,1,3,1348,-2,1631,-9,"UA","N45905",1249,"EWR","IAH",201,1400,13,48,2214
2013,1,3,1349,-1,1506,-9,"WN","N228WN",2162,"LGA","MDW",118,725,13,49,2215
2013,1,3,1351,-4,1450,-20,"B6","N178JB",602,"JFK","PWM",45,273,14,51,2216
2013,1,3,1353,-6,1505,-12,"EV","N830AS",5712,"JFK","IAD",45,228,14,53,2217
2013,1,3,1354,9,1704,-1,"AA","N3GUAA",1073,"LGA","MIA",168,1096,14,54,2218
2013,1,3,1354,30,1838,28,"B6","N536JB",705,"JFK","SJU",200,1598,14,54,2219
2013,1,3,1357,7,1550,5,"MQ","N516MQ",4577,"LGA","CLT",92,544,14,57,2220
2013,1,3,1358,2,1718,28,"B6","N640JB",1783,"JFK","MCO",160,944,14,58,2221
2013,1,3,1403,34,1456,25,"EV","N14542",4280,"EWR","BWI",36,169,14,3,2222
2013,1,3,1404,4,1640,4,"DL","N555NW",2247,"LGA","ATL",126,762,14,4,2223
2013,1,3,1408,13,1659,-10,"B6","N607JB",83,"JFK","SEA",323,2422,14,8,2224
2013,1,3,1409,-2,1641,1,"FL","N954AT",349,"LGA","ATL",131,762,14,9,2225
2013,1,3,1411,56,1522,51,"EV","N12564",4120,"EWR","BUF",56,282,14,11,2226
2013,1,3,1413,28,1715,12,"UA","N34137",1164,"EWR","FLL",166,1065,14,13,2227
2013,1,3,1414,-1,1648,10,"DL","N319NB",935,"EWR","ATL",125,746,14,14,2228
2013,1,3,1415,24,1540,21,"EV","N13968",4171,"EWR","MSN",127,799,14,15,2229
2013,1,3,1415,-3,1551,-1,"UA","N843UA",980,"EWR","ORD",121,719,14,15,2230
2013,1,3,1417,-3,1546,-4,"MQ","N5PBMQ",3728,"EWR","ORD",116,719,14,17,2231
2013,1,3,1417,-1,1727,12,"UA","N570UA",424,"EWR","PBI",163,1023,14,17,2232
2013,1,3,1418,21,1634,38,"EV","N17108",4370,"EWR","CHS",106,628,14,18,2233
2013,1,3,1418,-4,1516,-19,"B6","N184JB",1010,"JFK","BOS",37,187,14,18,2234
2013,1,3,1418,37,2006,31,"UA","N76064",15,"EWR","HNL",628,4963,14,18,2235
2013,1,3,1419,9,1611,16,"MQ","N739MQ",4491,"LGA","CLE",79,419,14,19,2236
2013,1,3,1421,6,1638,16,"EV","N11127",4687,"EWR","CVG",115,569,14,21,2237
2013,1,3,1425,-4,1711,-43,"UA","N508UA",257,"JFK","SFO",326,2586,14,25,2238
2013,1,3,1427,7,1724,11,"UA","N12109",1618,"EWR","TPA",157,997,14,27,2239
2013,1,3,1427,7,1613,-7,"MQ","N518MQ",4588,"LGA","MSP",148,1020,14,27,2240
2013,1,3,1428,-7,1539,-20,"YV","N509MJ",3750,"LGA","IAD",47,229,14,28,2241
2013,1,3,1431,1,1741,6,"AA","N514AA",883,"EWR","DFW",232,1372,14,31,2242
2013,1,3,1431,-4,1735,-7,"DL","N339NB",1902,"LGA","PBI",158,1035,14,31,2243
2013,1,3,1432,-3,1650,-11,"DL","N369NB",1344,"LGA","MCI",165,1107,14,32,2244
2013,1,3,1433,-4,1754,12,"B6","N279JB",347,"JFK","SRQ",182,1041,14,33,2245
2013,1,3,1436,7,1623,-19,"DL","N927DA",1819,"LGA","MSP",147,1020,14,36,2246
2013,1,3,1437,8,1731,9,"B6","N775JB",1161,"LGA","PBI",161,1035,14,37,2247
2013,1,3,1438,-7,1627,-7,"EV","N13914",4596,"EWR","STL",151,872,14,38,2248
2013,1,3,1438,-7,1632,-15,"US","N162UW",1445,"LGA","CLT",90,544,14,38,2249
2013,1,3,1441,66,1727,79,"B6","N267JB",615,"JFK","JAX",143,828,14,41,2250
2013,1,3,1441,1,1741,-5,"UA","N71411",1246,"EWR","MIA",166,1085,14,41,2251
2013,1,3,1443,1,1704,6,"EV","N13123",4181,"EWR","MCI",177,1092,14,43,2252
2013,1,3,1443,46,1542,35,"EV","N14920",4434,"EWR","MHT",40,209,14,43,2253
2013,1,3,1445,0,1726,16,"MQ","N542MQ",4669,"LGA","ATL",130,762,14,45,2254
2013,1,3,1446,-4,1636,-9,"MQ","N641MQ",4172,"JFK","CLE",86,425,14,46,2255
2013,1,3,1446,1,1642,-23,"UA","N528UA",407,"EWR","DEN",212,1605,14,46,2256
2013,1,3,1447,22,1626,-4,"9E","N600LR",3303,"EWR","MSP",142,1008,14,47,2257
2013,1,3,1448,3,1558,-8,"9E","N916XJ",3452,"JFK","BOS",41,187,14,48,2258
2013,1,3,1448,-2,1631,-9,"MQ","N835MQ",4403,"JFK","RDU",87,427,14,48,2259
2013,1,3,1449,4,1550,-4,"UA","N413UA",223,"EWR","BOS",43,200,14,49,2260
2013,1,3,1449,-11,1542,-31,"US","N945UW",2132,"LGA","BOS",35,184,14,49,2261
2013,1,3,1450,14,1558,15,"EV","N11107",4372,"EWR","DCA",45,199,15,50,2262
2013,1,3,1451,-9,1553,-27,"US","N952UW",2179,"LGA","DCA",47,214,15,51,2263
2013,1,3,1452,-3,1803,-22,"AA","N5FAAA",1769,"JFK","MIA",162,1089,15,52,2264
2013,1,3,1452,0,1702,7,"DL","N926DL",1231,"LGA","DTW",85,502,15,52,2265
2013,1,3,1453,-6,1636,-9,"B6","N283JB",1053,"JFK","PIT",72,340,15,53,2266
2013,1,3,1453,23,1754,-21,"DL","N713TW",2126,"JFK","SFO",328,2586,15,53,2267
2013,1,3,1453,14,1754,3,"UA","N77510",1175,"EWR","RSW",166,1068,15,53,2268
2013,1,3,1454,-1,1616,-29,"AA","N579AA",337,"LGA","ORD",119,733,15,54,2269
2013,1,3,1454,-6,1759,-38,"DL","N705TW",963,"JFK","LAX",321,2475,15,54,2270
2013,1,3,1454,-6,1656,1,"MQ","N711MQ",4429,"LGA","CMH",100,479,15,54,2271
2013,1,3,1454,-1,1836,31,"UA","N445UA",473,"EWR","FLL",179,1065,15,54,2272
2013,1,3,1455,-5,1712,15,"EV","N12567",4326,"EWR","CLT",100,529,15,55,2273
2013,1,3,1455,-4,1811,5,"B6","N645JB",377,"LGA","FLL",166,1076,15,55,2274
2013,1,3,1455,9,1801,4,"UA","N493UA",477,"LGA","IAH",227,1416,15,55,2275
2013,1,3,1456,-3,1603,-9,"EV","N13965",4571,"EWR","PWM",48,284,15,56,2276
2013,1,3,1456,1,1621,-7,"B6","N779JB",8,"JFK","BUF",65,301,15,56,2277
2013,1,3,1456,-4,1706,10,"US","N197UW",720,"EWR","CLT",99,529,15,56,2278
2013,1,3,1457,1,1648,24,"9E","N8646A",4357,"JFK","ORF",58,290,15,57,2279
2013,1,3,1458,-2,1614,-3,"EV","N16561",4113,"EWR","IAD",47,212,15,58,2280
2013,1,3,1458,-2,1730,-12,"DL","N699DL",2347,"LGA","ATL",127,762,15,58,2281
2013,1,3,1459,2,1757,-26,"UA","N12238",1054,"EWR","SFO",326,2565,15,59,2282
2013,1,3,1500,5,1701,24,"9E","N902XJ",3318,"JFK","BUF",67,301,15,0,2283
2013,1,3,1500,65,1832,81,"DL","N908DL",2079,"LGA","FLL",168,1076,15,0,2284
2013,1,3,1502,-8,1711,16,"MQ","N723MQ",4447,"LGA","RDU",87,431,15,2,2285
2013,1,3,1503,6,1827,16,"B6","N296JB",61,"JFK","FLL",174,1069,15,3,2286
2013,1,3,1503,162,1803,128,"UA","N835UA",551,"EWR","SFO",320,2565,15,3,2287
2013,1,3,1503,-2,1726,-8,"UA","N580UA",745,"LGA","DEN",208,1620,15,3,2288
2013,1,3,1504,20,1846,44,"UA","N446UA",471,"EWR","AUS",248,1504,15,4,2289
2013,1,3,1505,-4,1742,1,"EV","N13989",3817,"EWR","JAX",140,820,15,5,2290
2013,1,3,1507,-8,1653,-7,"MQ","N636MQ",4333,"JFK","PIT",73,340,15,7,2291
2013,1,3,1507,7,1630,-9,"UA","N491UA",685,"LGA","ORD",115,733,15,7,2292
2013,1,3,1508,11,1826,25,"B6","N516JB",141,"JFK","PBI",162,1028,15,8,2293
2013,1,3,1509,19,1813,18,"AA","N5ETAA",1813,"JFK","MCO",153,944,15,9,2294
2013,1,3,1510,0,1736,-9,"MQ","N669MQ",4309,"JFK","IND",117,665,15,10,2295
2013,1,3,1511,5,1649,9,"UA","N470UA",235,"EWR","ORD",116,719,15,11,2296
2013,1,3,1512,7,1623,-14,"9E","N913XJ",3393,"JFK","DCA",49,213,15,12,2297
2013,1,3,1515,-5,1847,5,"DL","N354NW",2115,"LGA","MIA",181,1096,15,15,2298
2013,1,3,1516,11,1839,19,"AA","N564AA",759,"LGA","DFW",239,1389,15,16,2299
2013,1,3,1517,7,1722,12,"MQ","N524MQ",4579,"LGA","CLT",97,544,15,17,2300
2013,1,3,1518,-12,1724,-1,"MQ","N612MQ",4146,"JFK","CMH",93,483,15,18,2301
2013,1,3,1519,-8,1710,10,"EV","N14125",3835,"EWR","BNA",135,748,15,19,2302
2013,1,3,1519,20,1855,50,"B6","N729JB",63,"JFK","TPA",173,1005,15,19,2303
2013,1,3,1519,-1,1640,-10,"WN","N236WN",2081,"LGA","MKE",114,738,15,19,2304
2013,1,3,1521,11,1821,20,"UA","N565UA",315,"EWR","MCO",153,937,15,21,2305
2013,1,3,1522,2,1658,14,"EV","N18556",4581,"EWR","MKE",117,725,15,22,2306
2013,1,3,1523,6,1850,39,"B6","N593JB",537,"EWR","TPA",167,997,15,23,2307
2013,1,3,1523,-7,1725,0,"AA","N436AA",2223,"LGA","STL",153,888,15,23,2308
2013,1,3,1525,19,1801,-18,"UA","N18112",1452,"EWR","LAX",303,2454,15,25,2309
2013,1,3,1525,-5,1802,-3,"MQ","N730MQ",4525,"LGA","XNA",188,1147,15,25,2310
2013,1,3,1527,5,1728,1,"EV","N33182",4576,"EWR","GRR",95,605,15,27,2311
2013,1,3,1528,-2,1736,-1,"US","N745VJ",1665,"LGA","CLT",97,544,15,28,2312
2013,1,3,1529,39,1734,49,"EV","N13553",4381,"EWR","DTW",89,488,15,29,2313
2013,1,3,1530,0,1857,2,"AA","N3AUAA",1039,"JFK","FLL",172,1069,15,30,2314
2013,1,3,1530,0,1657,7,"WN","N916WN",680,"EWR","MDW",114,711,15,30,2315
2013,1,3,1533,3,1846,8,"UA","N77258",1624,"EWR","FLL",162,1065,15,33,2316
2013,1,3,1536,18,1834,11,"B6","N584JB",153,"JFK","MCO",152,944,15,36,2317
2013,1,3,1537,37,1902,37,"AA","N3ERAA",1925,"LGA","MIA",165,1096,15,37,2318
2013,1,3,1538,8,1713,2,"9E","N8492C",3719,"LGA","RIC",59,292,15,38,2319
2013,1,3,1539,6,1859,2,"B6","N594JB",137,"JFK","RSW",174,1074,15,39,2320
2013,1,3,1539,24,1845,40,"UA","N26123",53,"EWR","IAH",217,1400,15,39,2321
2013,1,3,1540,12,1706,26,"EV","N14171",3267,"EWR","ORF",57,284,15,40,2322
2013,1,3,1540,0,1716,-27,"9E","N934XJ",3523,"JFK","ORD",125,740,15,40,2323
2013,1,3,1540,-5,1820,5,"DL","N326NB",1942,"EWR","ATL",126,746,15,40,2324
2013,1,3,1545,5,1748,32,"9E","N8940E",4178,"JFK","ROC",56,264,15,45,2325
2013,1,3,1546,1,1851,-19,"AA","N319AA",133,"JFK","LAX",319,2475,15,46,2326
2013,1,3,1546,-4,1716,-23,"B6","N324JB",917,"JFK","ORD",128,740,15,46,2327
2013,1,3,1547,2,1658,-5,"9E","N826AY",3635,"JFK","BWI",39,184,15,47,2328
2013,1,3,1547,7,1845,-15,"UA","N12116",161,"JFK","LAX",323,2475,15,47,2329
2013,1,3,1548,3,2035,-4,"B6","N583JB",703,"JFK","SJU",200,1598,15,48,2330
2013,1,3,1549,62,1804,70,"EV","N13975",4572,"EWR","GSP",110,594,15,49,2331
2013,1,3,1549,4,1725,-19,"UA","N78501",1138,"LGA","CLE",76,419,15,49,2332
2013,1,3,1550,30,1710,16,"9E","N8976E",4105,"JFK","IAD",51,228,16,50,2333
2013,1,3,1550,53,1828,58,"B6","N249JB",119,"JFK","MSY",195,1182,16,50,2334
2013,1,3,1551,1,1837,11,"9E","N907XJ",3427,"JFK","IND",106,665,16,51,2335
2013,1,3,1551,-11,1659,-23,"YV","N508MJ",3771,"LGA","IAD",47,229,16,51,2336
2013,1,3,1551,-9,1817,-3,"MQ","N600MQ",3985,"JFK","CVG",117,589,16,51,2337
2013,1,3,1552,-8,1856,-7,"B6","N648JB",509,"EWR","FLL",164,1065,16,52,2338
2013,1,3,1553,-7,1915,0,"AA","N3BKAA",565,"JFK","DFW",231,1391,16,53,2339
2013,1,3,1554,-6,1934,4,"DL","N374NW",161,"JFK","MIA",183,1089,16,54,2340
2013,1,3,1554,-1,1759,-18,"DL","N366NB",1771,"JFK","DTW",91,509,16,54,2341
2013,1,3,1554,3,1653,-14,"UA","N37253",1580,"EWR","BOS",41,200,16,54,2342
2013,1,3,1556,-3,1824,10,"EV","N13970",3820,"EWR","SDF",124,642,16,56,2343
2013,1,3,1557,7,1820,0,"9E","N904XJ",3355,"JFK","MSP",149,1029,16,57,2344
2013,1,3,1558,-7,1739,-11,"MQ","N713MQ",4415,"LGA","RDU",83,431,16,58,2345
2013,1,3,1559,-1,1824,-16,"DL","N646DL",847,"LGA","ATL",126,762,16,59,2346
2013,1,3,1559,-1,1719,-17,"UA","N821UA",256,"EWR","ORD",119,719,16,59,2347
2013,1,3,1600,0,1823,-27,"DL","N3743H",1331,"JFK","DEN",219,1626,16,0,2348
2013,1,3,1601,1,1829,-43,"UA","N76517",1200,"EWR","SAN",309,2425,16,1,2349
2013,1,3,1602,2,1800,-49,"UA","N439UA",387,"EWR","LAS",273,2227,16,2,2350
2013,1,3,1604,4,1917,5,"DL","N3767",4,"JFK","MCO",161,944,16,4,2351
2013,1,3,1604,16,1855,25,"DL","N3748Y",95,"JFK","ATL",129,760,16,4,2352
2013,1,3,1605,5,1904,44,"FL","N893AT",620,"LGA","ATL",145,762,16,5,2353
2013,1,3,1605,-5,1816,-61,"DL","N3740C",91,"JFK","LAS",282,2248,16,5,2354
2013,1,3,1605,0,1926,-18,"DL","N925DL",1508,"JFK","RSW",171,1074,16,5,2355
2013,1,3,1606,1,1809,-26,"WN","N7730A",350,"EWR","DEN",223,1605,16,6,2356
2013,1,3,1607,32,1824,41,"EV","N14543",4352,"EWR","CVG",118,569,16,7,2357
2013,1,3,1607,-3,1735,-25,"AA","N511AA",341,"LGA","ORD",120,733,16,7,2358
2013,1,3,1613,4,1915,5,"B6","N662JB",157,"JFK","MCO",155,944,16,13,2359
2013,1,3,1614,19,1733,18,"B6","N329JB",12,"JFK","SYR",53,209,16,14,2360
2013,1,3,1617,12,1925,0,"9E","N910XJ",3325,"JFK","DFW",220,1391,16,17,2361
2013,1,3,1617,32,1913,23,"DL","N369NW",2377,"LGA","MCO",155,950,16,17,2362
2013,1,3,1619,4,2001,48,"B6","N665JB",985,"LGA","TPA",180,1010,16,19,2363
2013,1,3,1619,54,1738,43,"MQ","N645MQ",3823,"JFK","DCA",50,213,16,19,2364
2013,1,3,1622,2,1926,-33,"US","N552UW",35,"JFK","PHX",277,2153,16,22,2365
2013,1,3,1624,-9,1837,1,"EV","N16918",4141,"EWR","MEM",168,946,16,24,2366
2013,1,3,1624,174,1900,175,"DL","N392DA",2043,"JFK","ATL",140,760,16,24,2367
2013,1,3,1624,-1,1851,-4,"MQ","N525MQ",4661,"LGA","ATL",126,762,16,24,2368
2013,1,3,1625,-4,1811,5,"EV","N11565",4645,"EWR","GSO",88,445,16,25,2369
2013,1,3,1625,15,1739,7,"9E","N8924B",3689,"JFK","PHL",37,94,16,25,2370
2013,1,3,1626,-4,1853,-59,"B6","N652JB",675,"JFK","LAX",301,2475,16,26,2371
2013,1,3,1628,38,1922,-3,"DL","N675DL",1773,"JFK","SLC",266,1990,16,28,2372
2013,1,3,1629,-1,1824,-14,"DL","N355NW",2231,"LGA","DTW",82,502,16,29,2373
2013,1,3,1630,0,2004,-2,"UA","N37255",1078,"EWR","SAT",261,1569,16,30,2374
2013,1,3,1631,-4,1756,-14,"MQ","N510MQ",3695,"EWR","ORD",115,719,16,31,2375
2013,1,3,1632,37,2005,58,"DL","N378NW",1695,"LGA","TPA",177,1010,16,32,2376
2013,1,3,1633,13,1920,6,"UA","N473UA",559,"EWR","MCO",151,937,16,33,2377
2013,1,3,1633,-2,1908,-52,"US","N664AW",656,"EWR","PHX",263,2133,16,33,2378
2013,1,3,1635,20,1817,2,"9E","N605LR",3387,"JFK","RDU",76,427,16,35,2379
2013,1,3,1635,20,1832,1,"DL","N370NW",1619,"LGA","MSP",145,1020,16,35,2380
2013,1,3,1635,0,1809,-31,"WN","N426WN",190,"LGA","STL",141,888,16,35,2381
2013,1,3,1637,21,1829,16,"EV","N14153",4092,"EWR","DAY",95,533,16,37,2382
2013,1,3,1637,-8,1825,-28,"EV","N724EV",4997,"EWR","DTW",88,488,16,37,2383
2013,1,3,1638,-7,1859,-7,"9E","N8974C",4027,"EWR","CVG",113,569,16,38,2384
2013,1,3,1639,4,1806,-10,"UA","N57439",1638,"EWR","CLE",67,404,16,39,2385
2013,1,3,1640,0,1958,-3,"B6","N206JB",139,"JFK","RSW",177,1074,16,40,2386
2013,1,3,1643,3,2001,6,"AA","N542AA",773,"LGA","DFW",231,1389,16,43,2387
2013,1,3,1643,68,1953,63,"AA","N3EWAA",763,"LGA","DFW",223,1389,16,43,2388
2013,1,3,1644,-6,1746,-34,"AA","N3HKAA",1790,"JFK","BOS",40,187,16,44,2389
2013,1,3,1644,24,1812,22,"MQ","N509MQ",4622,"LGA","BNA",127,764,16,44,2390
2013,1,3,1645,15,1947,-33,"VX","N851VA",27,"JFK","SFO",333,2586,16,45,2391
2013,1,3,1650,10,1833,17,"EV","N12552",4485,"EWR","RDU",79,416,17,50,2392
2013,1,3,1650,15,1924,17,"EV","N11184",4705,"EWR","ATL",129,746,17,50,2393
2013,1,3,1651,-4,2016,-13,"DL","N336NB",706,"JFK","AUS",246,1521,17,51,2394
2013,1,3,1651,1,1843,-53,"UA","N423UA",733,"EWR","LAS",273,2227,17,51,2395
2013,1,3,1652,2,1917,-47,"B6","N603JB",185,"JFK","SAN",311,2446,17,52,2396
2013,1,3,1652,-8,1805,-35,"MQ","N660MQ",4323,"JFK","ORF",52,290,17,52,2397
2013,1,3,1654,9,1857,-3,"DL","N334NB",1473,"LGA","MEM",158,963,17,54,2398
2013,1,3,1656,21,1923,27,"EV","N14991",3805,"EWR","SAV",127,708,17,56,2399
2013,1,3,1657,-3,1952,-22,"B6","N192JB",15,"JFK","FLL",163,1069,17,57,2400
2013,1,3,1657,-3,1933,-2,"DL","N301DQ",2042,"EWR","ATL",127,746,17,57,2401
2013,1,3,1657,7,1830,-10,"WN","N792SW",2773,"EWR","STL",138,872,17,57,2402
2013,1,3,1658,58,1817,45,"9E","N909XJ",3453,"JFK","BOS",41,187,17,58,2403
2013,1,3,1658,-2,2019,-30,"DL","N723TW",31,"JFK","SFO",336,2586,17,58,2404
2013,1,3,1658,18,1849,-1,"MQ","N725MQ",4540,"LGA","DTW",87,502,17,58,2405
2013,1,3,1659,-1,1954,-42,"DL","N712TW",127,"JFK","LAX",322,2475,17,59,2406
2013,1,3,1659,-1,1827,-12,"UA","N808UA",689,"LGA","ORD",120,733,17,59,2407
2013,1,3,1700,0,1923,-32,"AA","N3BYAA",257,"JFK","LAS",297,2248,17,0,2408
2013,1,3,1700,0,2141,-23,"DL","N3753",329,"JFK","SJU",190,1598,17,0,2409
2013,1,3,1700,0,1947,4,"DL","N648DL",1499,"LGA","ATL",127,762,17,0,2410
2013,1,3,1702,-3,2028,18,"AA","N556AA",1905,"EWR","DFW",232,1372,17,2,2411
2013,1,3,1704,4,2015,10,"WN","N924WN",1066,"EWR","HOU",233,1411,17,4,2412
2013,1,3,1704,-6,1904,-11,"US","N180US",1447,"LGA","CLT",95,544,17,4,2413
2013,1,3,1705,-5,2138,-23,"B6","N588JB",699,"JFK","SJU",195,1598,17,5,2414
2013,1,3,1706,-4,2041,26,"AA","N3GEAA",695,"JFK","AUS",254,1521,17,6,2415
2013,1,3,1706,1,1825,-5,"MQ","N853MQ",4410,"JFK","DCA",45,213,17,6,2416
2013,1,3,1707,-3,1805,-15,"EV","N17115",4342,"EWR","BWI",39,169,17,7,2417
2013,1,3,1709,-6,2017,-2,"DL","N961DL",1585,"LGA","MCO",156,950,17,9,2418
2013,1,3,1709,10,1805,-17,"UA","N444UA",531,"EWR","BOS",39,200,17,9,2419
2013,1,3,1709,9,1914,-16,"UA","N469UA",509,"LGA","DEN",205,1620,17,9,2420
2013,1,3,1711,71,2028,63,"AA","N3BLAA",1467,"LGA","MIA",170,1096,17,11,2421
2013,1,3,1712,36,1959,16,"B6","N579JB",143,"JFK","PBI",155,1028,17,12,2422
2013,1,3,1713,3,1854,-5,"EV","N16911",4202,"EWR","STL",145,872,17,13,2423
2013,1,3,1713,8,2017,2,"UA","N27722",1259,"LGA","IAH",224,1416,17,13,2424
2013,1,3,1714,-1,1951,-49,"DL","N3745B",503,"JFK","SAN",309,2446,17,14,2425
2013,1,3,1716,57,1803,40,"EV","N31131",4271,"EWR","ALB",31,143,17,16,2426
2013,1,3,1719,-1,2024,-1,"B6","N535JB",163,"JFK","TPA",165,1005,17,19,2427
2013,1,3,1719,-1,2037,4,"DL","N363NW",1779,"LGA","FLL",179,1076,17,19,2428
2013,1,3,1720,-10,2004,5,"FL","N929AT",623,"LGA","ATL",136,762,17,20,2429
2013,1,3,1720,35,2017,12,"AA","N322AA",181,"JFK","LAX",319,2475,17,20,2430
2013,1,3,1720,0,2019,-21,"AA","N612AA",1999,"EWR","MIA",160,1085,17,20,2431
2013,1,3,1721,26,2013,-17,"VX","N641VA",413,"JFK","LAX",321,2475,17,21,2432
2013,1,3,1724,-6,1914,-12,"US","N648AW",449,"EWR","CLT",90,529,17,24,2433
2013,1,3,1725,-4,2030,-19,"AA","N396AA",543,"JFK","MIA",157,1089,17,25,2434
2013,1,3,1725,0,2024,-26,"UA","N518UA",512,"JFK","SFO",332,2586,17,25,2435
2013,1,3,1727,77,1855,59,"EV","N741EV",5486,"LGA","PIT",65,335,17,27,2436
2013,1,3,1727,48,1836,41,"B6","N229JB",1176,"EWR","BOS",46,200,17,27,2437
2013,1,3,1728,-1,1900,-2,"EV","N12126",4480,"EWR","PIT",62,319,17,28,2438
2013,1,3,1728,18,2003,-33,"UA","N33103",1418,"EWR","SFO",312,2565,17,28,2439
2013,1,3,1728,8,1912,7,"MQ","N719MQ",4479,"LGA","RDU",86,431,17,28,2440
2013,1,3,1730,5,2010,-30,"AA","N342AA",145,"JFK","SAN",309,2446,17,30,2441
2013,1,3,1730,5,2024,1,"UA","N48127",1134,"EWR","IAH",209,1400,17,30,2442
2013,1,3,1731,1,2036,13,"UA","N18220",1637,"EWR","TPA",165,997,17,31,2443
2013,1,3,1731,41,1847,21,"UA","N460UA",630,"EWR","ORD",111,719,17,31,2444
2013,1,3,1732,73,1837,71,"EV","N11547",4299,"EWR","DCA",42,199,17,32,2445
2013,1,3,1732,2,2043,-27,"B6","N635JB",179,"JFK","PHX",283,2153,17,32,2446
2013,1,3,1732,3,1955,-51,"DL","N386DA",1185,"EWR","SLC",242,1969,17,32,2447
2013,1,3,1734,14,1902,-8,"AA","N480AA",345,"LGA","ORD",114,733,17,34,2448
2013,1,3,1735,15,1936,21,"AA","N3CXAA",1351,"JFK","ORD",135,740,17,35,2449
2013,1,3,1737,-8,1953,-27,"MQ","N722MQ",4413,"LGA","XNA",181,1147,17,37,2450
